score,review
5.0 out of 5 stars,"
  A little scratchy but good for the price.
"
5.0 out of 5 stars,"
  Arrived just in time for me to wear to a wedding. Fit perfectly and looked good.
"
1.0 out of 5 stars,"
  The shirt is very uncomfortable I am going to try to return it.
"
3.0 out of 5 stars,"
  This medium long sleeve shirt fix my 5ft 6in body well but it came little short on the sleeve.  Good luck!
"
4.0 out of 5 stars,"
  Looked nice but a little tight at stomach
"
3.0 out of 5 stars,"
  I returned this item due to fabric quality. It is way too thin.
"
5.0 out of 5 stars,"
  Great print. Surprised by fit, have never bought an Amazon brand shirt, very happy
"
2.0 out of 5 stars,"
  The product fit well for the first few weeks but then after the first wash it just fit weird.
"
5.0 out of 5 stars,"
  I like the spread collar and fit. Looks great in a suit and tie.
"
5.0 out of 5 stars,"
  Good value for money quickly shipped
"
2.0 out of 5 stars,"
  The shirt fit itself is good however after washing it is extremely wrinkly and attracts lint as if it was itself a lint roller!
"
5.0 out of 5 stars,"
  I bought this for my Mitsuba cosplay and it works perfectly! It's the right length and size plus it color matched his canon clothes perfectly! If you're gonna cosplay Mitsuba, this shirt is perfect!
"
4.0 out of 5 stars,"
  The shirt just felt right on me, I'm planning on buying two more
"
5.0 out of 5 stars,"
  Good quality and was designed well.  Washes up well.
"
5.0 out of 5 stars,"
  Great and affordable dress shirt. Very good quality for the price.
"
5.0 out of 5 stars,"
  My husband love this shirt! It doesn’t wrinkle
"
5.0 out of 5 stars,"
  fit well and seems like it's nice quality
"
4.0 out of 5 stars,"
  Fits as expected, though a little loose in the chest. Arms are longer than advertised. I got a 34/35 sleeve, but if fit like a 35/36.
"
5.0 out of 5 stars,"
  3rd amazon shirt I have bought they have been very good quality and fit perfect
"
5.0 out of 5 stars,"
  Unlike some of the other shirts I’ve bought, I like the length of this one. I don’t have to keep tucking it into my pants.
"
3.0 out of 5 stars,"
  Fits smaller than sized
"
5.0 out of 5 stars,"
  It was just what I wanted a well made shirt I just got a size to small I haven't tried on shirts in a long time I've gained weight but it looks good with my dark blue leather blazer
"
5.0 out of 5 stars,"
  This is an exceptional shirt.  Better than expected.  KUDOS !!!!
"
5.0 out of 5 stars,"
  Great fabric, Great fit, great length
"
5.0 out of 5 stars,"
  Wore well, washed well. Best shirt I've had for suit and tie
"
5.0 out of 5 stars,"
  Nice
"
5.0 out of 5 stars,"
  These are great, especially considering the price!
"
5.0 out of 5 stars,"
  Great shirt for the price and washed great and really doesn’t need pressing!!
"
4.0 out of 5 stars,"
  I purchase men's shirts because they have pockets and I'm a photographer.  That pocket is super.  The shirt fit tight across the chest.  I can wear it with a tank underneath in the fall.
"
5.0 out of 5 stars,"
  Value for the money
"
4.0 out of 5 stars,"
  Great quality, low price.
"
5.0 out of 5 stars,"
  Looks super
"
1.0 out of 5 stars,"
  These run small
"
5.0 out of 5 stars,"
  Normal, good quality shirt.
"
4.0 out of 5 stars,"
  Good
"
3.0 out of 5 stars,"
  Overall the material is pretty good Shirt is a little snug and sleeves were longer than expected
"
5.0 out of 5 stars,"
  Very comfortable since I can't find Kenneth Cole shirts anymore in my size.
"
5.0 out of 5 stars,"
  Nice shirt, looks nice and easy to take care of fair price.
"
4.0 out of 5 stars,"
  I normally wear a 36 in Sleeve. I ordered a 36/37 and was Way To Long!<br>Everything else on the Shirt was perfect....
"
5.0 out of 5 stars,"
  Great fit looking to buy more when in stock
"
4.0 out of 5 stars,"
  a little tight
"
5.0 out of 5 stars,"
  Well tailored looked great felt great!
"
5.0 out of 5 stars,"
  good quality
"
1.0 out of 5 stars,"
  The item had clearly been open before and repackaged in a messy manner. Have had others before and none like this.
"
4.0 out of 5 stars,"
  Las 3 camisas salieron como esperaba, pero fueron entregadas por el vendedor, como si fueran 3 camisas compradas por separado, a pesar de ser cobradas con la misma factura.
"
5.0 out of 5 stars,"
  Good
"
3.0 out of 5 stars,"
  They are almost a yellowish color not a nice simple white color.
"
5.0 out of 5 stars,"
  This is a good fitting and good looking shirt.  Very comfortable.  I like the longer length, so that that it stays tucked in better.
"
5.0 out of 5 stars,"
  Very nice shirt with a nice pocket as promised and very good fit. I was very happy.
"
5.0 out of 5 stars,"
  Perfect fit just a little short on the sleeves.
"
5.0 out of 5 stars,"
  Good purchase at a great price. I'll be back to buy more.
"
3.0 out of 5 stars,"
  i ordered a size 18 and it feels like it runs a bit tight compared to other brands
"
5.0 out of 5 stars,"
  The quality of this shirt is wonderful for the price with its sturdy collar and cuffs. It has kept its color after numerous washes now with no signs of fading. I recommend Amazon Essential brand shirts to anyone who asks where to find a good shirt.
"
2.0 out of 5 stars,"
  Returned as shirt ws skimpy around the waist
"
5.0 out of 5 stars,"
  Very nice shirt, fits well, and good quality.
"
5.0 out of 5 stars,"
  I have quite a few different brands of dress shirts, and I was incredibly impressed with the quality of this shirt. I will definitely be purchasing more. I would like to see more cuff options in the future!
"
2.0 out of 5 stars,"
  Tight
"
5.0 out of 5 stars,"
  Love It,not bad it all
"
4.0 out of 5 stars,"
  Fine shirt for the price
"
5.0 out of 5 stars,"
  Great fit, the neck is perfect. Only downside is how hard it is to button / unbutton the top button, but not that much of an issue.
"
4.0 out of 5 stars,"
  GREAT PRODUCT FOR THE PRICE
"
5.0 out of 5 stars,"
  Fits me like a tailored shirt. I'm 6'2"" 220 and for $20 there is no better shirt out there. Medium weight fabric feels just right for colder weather.
"
1.0 out of 5 stars,"
  wonderful
"
1.0 out of 5 stars,"
  Thus shirt was nothing like a “regular cut” shirt I have bought before.<br>Too small, too tight.
"
5.0 out of 5 stars,"
  fit me perfectly.
"
5.0 out of 5 stars,"
  Great shirt, well made, nice color and very good fit.
"
5.0 out of 5 stars,"
  Nice fit and finish.  Looks good out of the dryer.
"
2.0 out of 5 stars,"
  Tight for a regular fit shirt ...
"
1.0 out of 5 stars,"
  Shirt material is extremely thin (transparent), and made of Polyester.  Therefore, it also very hot and uncomfortable.  I would not have purchased had it not been advertised as 100% cotton.  False advertising!
"
5.0 out of 5 stars,"
  Like everything will definitely buy again.
"
1.0 out of 5 stars,"
  Slim fit, not regular fit.
"
5.0 out of 5 stars,"
  Nice shirt for the price
"
5.0 out of 5 stars,"
  I like the shirt a lot. Good price. Good quality.
"
1.0 out of 5 stars,"
  Very poor quality stitching  thread is being used. Fabric is average either.
"
5.0 out of 5 stars,"
  Great quality shirt that fits perfectly
"
2.0 out of 5 stars,"
  Tighter than other shirts in same size
"
5.0 out of 5 stars,"
  Very pleased with product
"
4.0 out of 5 stars,"
  I will be getting more, good quality and price
"
5.0 out of 5 stars,"
  I like the quality and the fit was one point.
"
5.0 out of 5 stars,"
  These shirts are great dress shirts at a very fair price
"
5.0 out of 5 stars,"
  This shirt fit way too tight. Had to send back
"
4.0 out of 5 stars,"
  A little tight otherwise surprisingly nice shirt.
"
5.0 out of 5 stars,"
  What a great shirt at a great price
"
5.0 out of 5 stars,"
  Since this is sized with US measurements I was confident I would get the size I needed as surely as if I went to the store and bought it.
"
4.0 out of 5 stars,"
  Very satisfied.
"
2.0 out of 5 stars,"
  The cloth is low quality and thin. Transparent. Buttons dont sit well.
"
1.0 out of 5 stars,"
  Soooooooo scratchy
"
5.0 out of 5 stars,"
  Prefect thank u
"
5.0 out of 5 stars,"
  Easy care and looks good
"
5.0 out of 5 stars,"
  Love it
"
5.0 out of 5 stars,"
  Great shirt, the fabric is soft and carves very well, Amazon Essentials definitely my choice
"
5.0 out of 5 stars,"
  NICE FIT AND FINISH. QUALITY WAS BETTER THAN I EXPECTED
"
5.0 out of 5 stars,"
  Fits fine. Great for the holidays.
"
1.0 out of 5 stars,"
  These shirts I ordered in November for Christmas presents. As of today we threw 2 out due to getting holes in elbows. Very thin shirt. Guess you get what you pay for!
"
5.0 out of 5 stars,"
  Pretty decent shirt fits good
"
5.0 out of 5 stars,"
  My husband makes this shirt look good! Or does this shirt make my husband look good? 🤔 Either way it’s a very nice looking shirt! Great fit and everything we expected!!
"
5.0 out of 5 stars,"
  Great fit and style. Material a little thin.
"
5.0 out of 5 stars,"
  The material and fit was good.<br>The shirt is for meetings and formal occasions.
"
2.0 out of 5 stars,"
  It arrived dirty!
"
5.0 out of 5 stars,"
  Good value.
"
1.0 out of 5 stars,"
  too small.  neck is true to size but not the rest of the shirt.  this goes for all colors
"
4.0 out of 5 stars,"
  Fit surprisingly well
"
2.0 out of 5 stars,"
  I’ve been wearing shirts with 34/35 sleeves for 30 years. Thes sleeves on this shirt are way too long. Fits like a 36” sleeve. Otherwise, I thought the shirt was good.
"
5.0 out of 5 stars,"
  Great shirt.....
"
5.0 out of 5 stars,"
  Excellent shirt
"
5.0 out of 5 stars,"
  The color was pale pink and perfect for a beach Valentine's Day wedding.
"
2.0 out of 5 stars,"
  The shirt was tight for the neck and sleeve length ordered.  Maybe because it is made in China and the shapes are different.
"
5.0 out of 5 stars,"
  Great value for the price
"
5.0 out of 5 stars,"
  Nice shirt!
"
4.0 out of 5 stars,"
  Very nice, as expected and good for a basic white work shirt. If you’re at all athletic/slim, know that you’d need to take it in at the waist in order to avoid a bulky look.
"
4.0 out of 5 stars,"
  A litle tight at waist
"
4.0 out of 5 stars,"
  Smaller than other brands with similar cut and size
"
5.0 out of 5 stars,"
  A+
"
1.0 out of 5 stars,"
  Sizes need to be adjusted as the 17 is really a size 16.  Couldn't wear it so cannot comment on quality.
"
5.0 out of 5 stars,"
  Great fit
"
5.0 out of 5 stars,"
  Great shirt for the price.
"
5.0 out of 5 stars,"
  I loved it , since I'm 6""3 I would like the shirt a little more longer..I hope amazon essentials in the future have more products for tall people
"
5.0 out of 5 stars,"
  3rd one Rock star
"
4.0 out of 5 stars,"
  Very nice fabric and seems like sturdy material. Just doesn’t fit the best.
"
5.0 out of 5 stars,"
  Fits good
"
1.0 out of 5 stars,"
  It is a darker color purple than what the picture shows. It is also not a generous fit around the belly like other brands of shirts that are listed as regular fit.
"
1.0 out of 5 stars,"
  Poor quality fabric<br>Not cotton<br>Felt like polyester or fiberglass
"
5.0 out of 5 stars,"
  Good fit and decent quality for price.
"
5.0 out of 5 stars,"
  La calidad es muy buena
"
1.0 out of 5 stars,"
  It did not fit.<br>I need to learn how to return it.
"
1.0 out of 5 stars,"
  Quality is ok
"
3.0 out of 5 stars,"
  Good quality shirt, it does not wrinkle and it repels stains, but fits more like a Slim Fit as opposed to a Regular Fit. I typically wear a Large and have never had this issue with other brands.
"
5.0 out of 5 stars,"
  Great fit. Ready to wear right out of the package.
"
5.0 out of 5 stars,"
  Perfect
"
5.0 out of 5 stars,"
  Great dress shirt at an amazing price. Wears well and launders nicely.
"
1.0 out of 5 stars,"
  Not even close to the right size. I wear a 16.5 32/33 and this is wildly wrong. I couldn't even button it.
"
5.0 out of 5 stars,"
  It fit as expected. Would purchase again.
"
1.0 out of 5 stars,"
  Too small. Too tight.
"
5.0 out of 5 stars,"
  Shirt looked good and felt good.  A little bit tight around chest and restricting when lifting arms.
"
2.0 out of 5 stars,"
  Runs a little small.
"
1.0 out of 5 stars,"
  Very poor fabric quality, thin to almost sheer. Width is more of slim fit than regular compared to other shirts of regular size. Returned.
"
5.0 out of 5 stars,"
  Great product
"
5.0 out of 5 stars,"
  Wrinkle free. Fits perfectly, length is however long than expected
"
5.0 out of 5 stars,"
  Very nice shirt, especially for the price.  Much better quality than I’ve gotten at department stores.
"
5.0 out of 5 stars,"
  Great for the price.
"
5.0 out of 5 stars,"
  Workmanship is excellent.  Quality feel.  Fit as expected.
"
1.0 out of 5 stars,"
  The shirt did not fit. It was way too small.
"
3.0 out of 5 stars,"
  The shirt print was good and quality seemed ok but it definitely is not a traditional regular fit. More like athletic fit. Had to return.
"
5.0 out of 5 stars,"
  This shirt was PERFECT !  Measured my kiddo, placed my order, it fit perfectly, and great material too.
"
4.0 out of 5 stars,"
  Does not wash well
"
2.0 out of 5 stars,"
  Short sleeves
"
5.0 out of 5 stars,"
  Good fabric, great fit
"
2.0 out of 5 stars,"
  Very thin material. Sizing is a little small. Won't buy this again.
"
5.0 out of 5 stars,"
  Perfect fit
"
4.0 out of 5 stars,"
  La camisa muy bonitas, pero pedí 5 camisas 16 1/2 y me vinieron 4 talla 16 1/2 y una 18 1/2 :@ me quedo gigante esa
"
3.0 out of 5 stars,"
  I would add a size large size then what you need
"
5.0 out of 5 stars,"
  Fits nicely - good quality shirt - and no pins!! Only clips - thanks!!
"
5.0 out of 5 stars,"
  Love the style that you have on hand.
"
4.0 out of 5 stars,"
  Nice shirt. A bit thin.
"
5.0 out of 5 stars,"
  Good price, good fit
"
5.0 out of 5 stars,"
  Me quedò perfecta
"
5.0 out of 5 stars,"
  like the look ' good quality ' 100% cotton<br>size is perfect as expected
"
5.0 out of 5 stars,"
  GREAT SHIRTS WILL BUY AGAIN
"
5.0 out of 5 stars,"
  Good Product
"
2.0 out of 5 stars,"
  Too small everywhere.
"
4.0 out of 5 stars,"
  Good workmanship , good 100% cotton material.<br>Very pleased.<br>David Maman
"
1.0 out of 5 stars,"
  Shirt is cut way too small I think label wrong
"
5.0 out of 5 stars,"
  Got shirt for work. Fit is perfect. Buying 2 more
"
1.0 out of 5 stars,"
  The description stated regular fit but this shirt fit like a slim fitting shirt.  Too small!
"
1.0 out of 5 stars,"
  Way small. Returned
"
4.0 out of 5 stars,"
  Great fitting shirt and nice material. Only downside is that the type of material is a lint magnet. Nothing that a lint roller cant take care of
"
5.0 out of 5 stars,"
  Good shirt nice price
"
5.0 out of 5 stars,"
  Great quality
"
2.0 out of 5 stars,"
  Short, cant tuck in, cheap material.
"
5.0 out of 5 stars,"
  fabric is very good.  love my new shirts.
"
5.0 out of 5 stars,"
  Nice shirt good fit
"
5.0 out of 5 stars,"
  Excelente producto, la tela es muy buena. La recomiendo
"
5.0 out of 5 stars,"
  Sleeves were a little short. But very pleased with the shirt.
"
1.0 out of 5 stars,"
  lousy shirt collects lint like a lint collector and it stays on.
"
1.0 out of 5 stars,"
  This shirt has a shorter than regular sleeve length that others at 15 1/2 32/33.
"
5.0 out of 5 stars,"
  Great fit, great price, fashionable
"
5.0 out of 5 stars,"
  This was a shirt for my work. It was great and I may buy more.
"
1.0 out of 5 stars,"
  The label on the shirt indicated 16.5 X 34, which is what I ordered. But it was not even close!  It was probably 15 X 34.
"
4.0 out of 5 stars,"
  The fabric is a bit rough but other than that it is a very good shirt
"
3.0 out of 5 stars,"
  Too small.
"
2.0 out of 5 stars,"
  Color is good but it’s tight
"
5.0 out of 5 stars,"
  Fit good, looks nice
"
5.0 out of 5 stars,"
  As expected
"
5.0 out of 5 stars,"
  It’s a perfect fit, the Amazon Basics shirts are a hidden gem.
"
5.0 out of 5 stars,"
  Works just fine
"
5.0 out of 5 stars,"
  Awesome shirt at an Awesome price!!
"
4.0 out of 5 stars,"
  Nice fit
"
4.0 out of 5 stars,"
  Good quality, but not the right fit for me
"
4.0 out of 5 stars,"
  Great shirt for the price but comes out of dryer more wrinkled than my other dress shirts
"
5.0 out of 5 stars,"
  business like yes
"
5.0 out of 5 stars,"
  Great for tall guys
"
4.0 out of 5 stars,"
  NA
"
5.0 out of 5 stars,"
  Sleeves are a little long
"
3.0 out of 5 stars,"
  These shirts are really slim fit shirts not modern fit or classic fit.  Regular fit title is not accurate.
"
5.0 out of 5 stars,"
  The price, quality, and fit make these a great purchase.
"
5.0 out of 5 stars,"
  fits good
"
5.0 out of 5 stars,"
  Great looking shirt,good fit and laundered well.
"
5.0 out of 5 stars,"
  Na
"
5.0 out of 5 stars,"
  i just loved how it went with my vest
"
5.0 out of 5 stars,"
  Great value: good quality and fairly priced!
"
2.0 out of 5 stars,"
  This shirt was way too big and the spread collar was too small. The shirt was very thin.
"
5.0 out of 5 stars,"
  for the cost I was very happy with the shirt.  Wear a lot of button ups and they can be expensive
"
5.0 out of 5 stars,"
  Great
"
3.0 out of 5 stars,"
  Decent shirt
"
5.0 out of 5 stars,"
  Great shirt
"
5.0 out of 5 stars,"
  No issues good fir
"
5.0 out of 5 stars,"
  I used this product for work at the office!
"
5.0 out of 5 stars,"
  Na
"
5.0 out of 5 stars,"
  Great fit and color!
"
5.0 out of 5 stars,"
  Love it. Definitely recommend.
"
5.0 out of 5 stars,"
  Very nice
"
4.0 out of 5 stars,"
  Happy
"
2.0 out of 5 stars,"
  Made for extremely skinny people only.
"
5.0 out of 5 stars,"
  I got just what I needed.
"
5.0 out of 5 stars,"
  Good material.
"
1.0 out of 5 stars,"
  Poor quality! Won’t buy it again
"
5.0 out of 5 stars,"
  Nice feel and fit!
"
5.0 out of 5 stars,"
  not only good shirt also wonderfulness
"
5.0 out of 5 stars,"
  Value for money
"
5.0 out of 5 stars,"
  Great shirt!
"
5.0 out of 5 stars,"
  Excellent Quality fits good.
"
5.0 out of 5 stars,"
  All white event
"
3.0 out of 5 stars,"
  Fit poor
"
4.0 out of 5 stars,"
  This review is for the white version.  It's a very nicely made shirt, and all of the seams are impeccable with a very small number of uncut threads in places.  I find it to be true to size, with one caveat regarding the sleeves.  The sleeve length is perfect with my arms down, but the sleeves ride up more than those on my other dress shirts when I raise my arms.<br><br>These have removable collar stays, which is my preference.<br><br>The one thing that I like the least (and the reason for four stars instead of five, even at this price) is that the fabric is more transparent than my other shirts.  At least with the white color, you'll see skin or an undershirt through it.  It's not horrible, mind you, but I prefer a more opaque fabric.<br><br>All in all, a nice shirt and a good value at the (current) $20 price point.
"
5.0 out of 5 stars,"
  This is a beautiful, pure white shirt.  When I get a new white shirt, I do not usually take it out of its wrap that it comes in, because white shirts begin to age immediately, they begin to turn yellowish or dull.  That is why men who must wear suits and ties to work must have a constant new supply of white shirts with long sleeves, in order to look their best,  The men get to the point when they can spot an older white shirt on a colleague, and then they start to think less of this colleague.  You can solve this by occasionally wearing a blue shirt or a yellow shirt, if it matches your suit and socks, but best practice is to wear a gleamingly new white shirt.  It must have long sleeves, as it is unprofessional to show your arms bare, even on the hottest days.  N.B. This goes for women too - a businesswoman should not show bare arms.  Or too much neck.  It is unprofessional.  As for hemlines, below the knee is best.  I am an expert on dressing for the corporation, after having worked in the corporate world most of my life.  Anyway, back to this shirt.  As I said, I opened it and tried it on, and the sleeves are a bit too long.  Too long is better than too short.  Too long can be solved with a pair of good, old-fashioned sleeve garters that are white so that they don't stand out.  Sleeve garters can be found at haberdashery shops or sometimes in the men's department of a good department store.  So, you should have sleeve garters on hand.  The size of a shirt is determined by the neck size.  Unfortunately, I have always had a sensitive neck, so I must get a shirt with a neck size of 17 at least.  This way I won't be pulling at my neck all day long.  The top button must always be fastened or you will look slovenly.  Also, your tie must be tied properly - a double Windsor knot is best.  Please do not use a clip-on tie or a bow tie.  Once in a while, a bow tie is acceptable - maybe once or twice a year, and it must be 100% silk - in fact, all ties must be 100% silk and you are judged by your tie's design and color.  I have at least 150 ties.  I do not wear striped ties.  I prefer ties with abstract designs, paisleys, and other different designs, and ties must look fresh and unwrinkled.  The color of a tie is important.  I tend toward blues, purples, and lavenders, with intricate patterns.  Once in a while I'll wear one of my favorites - a water-colored street scene in Paris, or a dark blue tie with light blue colored turtles that I bought in Switzerland - but do not wear favorites over and over.  I have a black tie with red polka dots on it that I wear when I don't feel good.  When you have many ties, you can just grab one in a hurry and wear it and it'll be fine.  Again, back to the shirt.  If you can see your skin through the shirt, you must wear a well-fitting white undershirt with short sleeves.  You don't want to show your nipples or an extremely hirsuit body, or any scars (I have had heart surgery so I always wear an undershirt).  To wrap this up, this is a good and useful shirt, but you must adhere to what I have said if you wish to appear well dressed.  5 stars!
"
4.0 out of 5 stars,"
  - Made in China, imported from Mexico<br>- Machine wash warm, non-chlorine bleach if need, tumble medium, warm iron. Do not dry clean<br>- Soft, but with a bit of a slick feel we hope will wash out over time. Just preference.<br>- Single left breast pocket<br>- Stitching and seams are well-done<br>- Sleeve cuff is single button, 2 position<br><br>We got the purple tattersall and I have to say it's much better looking in person.  The squares are a lot cleaner looking and not as small as they seem online.  The up-close listing pic shows it better, I think.<br><br>It is somewhat non-wrinkly, if I hang it right out of the dryer.  That's useful, since we're casual sorts.  He says it's comfortable to wear as far as fit.  No binding, it moves nicely.  I do feel like it will wash softer over time, which will make it perfect.  But 4 stars for now, sorry.  (Thanks for not using pins, though!)<br><br>Don't forget to use the Smile.Amazon.com address - It's an Amazon program where many things you buy every day will generate a small donation to the charity of your choice.  Read about it here:  https://smile.amazon.com/gp/chpf/about/ref=smi_se_rspo_laas_aas
"
4.0 out of 5 stars,"
  Amazon brands are increasing their scope of affordable products especially in their clothing lines and this shirt is a great example. The colors and pattern is conservative  enough to be warn in a business setting but is equally at home at a relaxed casual outing. Equally at home under a suit or paired with blue jeans or khakis. Construction and cut share details of shirts costing twice the price. The collar stays for example are removable and can be replaced with new plastic ones or metal inserts if you have them. The sleeves have dual buttons to accommodate your wrist size or watch  and the  sleeve placket also has a button.  Extra buttons are sewn inside the bottom of the front packet to replace any that might come off over time. Stitching is clean and straight. There's a single front breast pocket and the alignment of the fabric pattern matches perfectly the underlying shirt pattern, which is critical in plaid shirt especially. Price is very affordable especially if you compare it to any designer label. Money was saved on the shirt fabric as it is a lightweight cotton and suitable, but it isn't a more substantial weave and cotton you would expect to find on a fine shirt. So while entirely suitable and attractive it will not replace a high end shirt if that's what you're expecting. I received the 32/33 inch sleeve and 16"" neck which I should not have ordered knowing my arms are extra long, and as expected, if I stretch my arms out straight, the sleeves are just not long enough. The cut leans more toward an athletic cut so works best with a slimmer torso. All told, a very good value for the price. Attractive and versatile.A small deduction for the lower end weight and lack of heft of the fabric.
"
4.0 out of 5 stars,"
  My husband seems to wear a popular size when it comes to dress shirts, so finding them in the local stores can be tough-so I often order online.  For the most part-men's fitted shirts like this (sized collar and sleeve length) seem to fit pretty universally, but for some reason I found this a bit big when he tried it on.<br><br>Granted many companies now make a 'regular' fit and slim fit.  This is a regular cut, but still seems a bit big in the chest area.  However, a good white shirt is always needed-and because this one seems to run a bit big, my husband can wear it with our without a tie-with for work, without for a more casual, business look.<br><br>The shirt is well made-buttons sewn on properly, cuffs stitched nicely and the collar lies flat.  The material is soft without being too sheer, but has enough rigidity to not look sloppy.  And the price point makes this a steal; less than $25 for a well made, men's dress shirt?  Yes please!
"
4.0 out of 5 stars,"
  Overall, I like this shirt -- it fits pretty well, it's attractive, and it's well-made.<br><br>Fabric is strong without being rough or stiff. Seams are clean and strong.<br><br>The plaid pattern is muted and attractive. Fits in with what all the other guys at my office job are wearing.<br><br>My one complaint is that the arms/shoulders are a bit snug. I've cultivated a bit of a belly over the years, and this fits well through the midsection, but it's just a touch tight through the shoulders, and it's snug enough on the arms that flexing my bicep makes me feel like the Hulkamaniac.<br><br>On the other hand, it's a dress shirt. It doesn't give enough freedom of movement for the secret service, but if you're like me and you spend 8 hours sitting in front of a computer, it's not going to be a problem.
"
4.0 out of 5 stars,"
  This is a quality dress shirt and a bargain at the price -- take that, designers!<br><br>I have deducted one star because arm movement is slightly restricted -- if you raise your arms, the shirt body lifts up as well.  A little more give under the arms would be welcome.<br><br>Otherwise, though, the shirt has everything I like -- a chest pocket, spread collar with slots for stays, two spare buttons attached to the hem, a good long hem, etc.<br><br>The finish seems topnotch -- no loose threads -- and the fabric is 100% cotton for breathability.<br><br>The colors are subdued in this purple tattersall version -- they appear to be a muted purple and gray.<br><br>All in all, then, this is a great shirt for the money, and the movement issue probably won't matter to workers sitting at desks...
"
5.0 out of 5 stars,"
  It is hard to believe that this shirt can be offered at its price point.  What an incredible value for $20.  I usually wear a medium or 15 and 1/2 inch neck and the fit was right on.  This is a very good quality dress shirt with modern styling.  The material is thin, which I like as it permits an undershirt and takes an iron well.  Thicker shirt material tends to be more difficult to iron.  Cant speak about longevity, so you may want to bump up in quality if you plan to wear frequently.  The design is a bit dull and it would be great if they had some more colorful and progressive patterns.  However, for an occasional dress shirt user who is on a budget, I just don't see how you could go wrong.
"
5.0 out of 5 stars,"
  And I mean that.<br><br>The shirt is 100%, all in, designed for the office.  It's the archetypal dress shirt.  While yeah, I guess it *could* be used for casual wear...it's not going to look casual.  It's going to look like you're trying too hard.<br><br>Everything about the tailoring and materials just says ""wear me with a suit and tie.""<br><br>The shirt itself fits just right to size - sleeve length is appropriate, shirttail length is appropriate, and the material is thin enough to be comfortable under a jacket.  In sum, a perfectly suitable, not-fancy-just-classic dress shirt.  A very good piece.
"
2.0 out of 5 stars,"
  I've had good luck with a lot of Amazon Essential stuff, so I'm really surprised about this shirt.  First, it doesn't fit well.  The belly is too tight and the shoulders are...  they manage to be both tight and loose at the same time, don't ask me how.  The material is also somewhat stiff and uncomfortable, not at all like some of the others.  And lastly, the pattern is much bolder than the picture lead me to believe.
"
5.0 out of 5 stars,"
  This is a great basic dress shirt that goes with anything. It fits well and came out of the wash without shrinking. It's 100% cotton, so it takes a light steaming or ironing, but doesn't need a lot. I wear dress shirts several times a week, and this is one of my new favorites. The double pleats really help with range of shoulder motion. I'm adding this shirt in outher colors to my wardrobe ASAP!
"
4.0 out of 5 stars,"
  This is a thinner fabric, but not flimsy or super-sheer. The construction is of good quality, and it looks very polished and classy. Great value. You can always pay more for higher quality textiles, but for basic button-down-white-shirt, this is a very economical one that presents well.
"
5.0 out of 5 stars,"
  I'm so happy to have this shirt. I have been going to a million weddings, and a decent-quality dress shirt is exactly what I need. The white is a good color, the material is comfortable, and overall, it's an attractive shirt.<br><br>Honestly, no one would ever know that it's ""Amazon Essentials"" brand. I highly recommend this shirt for anyone who tears through dress shirts and simply needs more in their arsenal!
"
5.0 out of 5 stars,"
  This is a well made white dress shirt. It is a must have for all men's wardrobes. It comes in 6 colors: black, blue, lavender, light blue, pink and white. The shirt is long sleeve and is a button up design. The hem is rounded, with a double pleat in back, rounded single button cuffs, a chest pocket and spread collar. This shirt can be dressed up or down depending on what you wear with it. A very nice look!
"
4.0 out of 5 stars,"
  I am pleased with the fit, quality, and feel of this shirt.<br><br>PROS:<br>1) Excellent fit<br>2) 100% cotton and keeps the body cool<br>3) Great looks<br>4) Machine washable<br><br>CONS:<br>Small imperfections like extra string hanging off some buttons.<br><br>The fit of this shirt rivals that of Banana Republic or J.C. Penny. Give it a shot, you may like it.
"
2.0 out of 5 stars,"
  I've worn a size 18 shirt for many years, and sometimes they're a little small, it all varies by manufacturer. But this was ridiculously too small. Wherever these are made, someone needs to give them an accurate sizing guide.
"
5.0 out of 5 stars,"
  This shirt is very stylish and fits perfectly for my size.  The sizing is comparable and matches exactly with what I would expect compared to other shirts I have in this size.  I have gotten quite a few compliments from people at work when I wear this shirt, so that is a tremendous positive.  I would definitely be interested in purchasing other shirt designs of this product.
"
2.0 out of 5 stars,"
  The shirt that was mailed to me is not the shirt in the main picture. Please be advised that this shirt has one basic pocket on the left and not two as shown in the picture. I am disappointed and think that this discrepancy should be addressed by Amazon.
"
5.0 out of 5 stars,"
  Beautiful shirt. Excellent quality. Fit my boyfriend perfectly. I ordered a large. The actual shirt is so much nicer than the online pictures. Colors are a little more vivid than what the pictures show. My boyfriend loved this shirt.
"
4.0 out of 5 stars,"
  This is a fairly good dress shirt.  It is thin so it looks best if you wear an undershirt under it.  It is basically an wrinkle free shirt.  It has good stitching and is a good fit. The regular fit seems to run only slightly larger than some of our other dress shirts.  However, overall it’s a good shirt.  We machine wash and line dry.
"
5.0 out of 5 stars,"
  This is a gorgeous shirt! It is very well made, fits well and washes beautifully. The fabric has very fine lines of purple and blue for a very subtle, mostly white, plaid. The shirt comes out of the dryer ready to wear. It is not slim fit, but regular fit. Next time my hubby needs a dress shirt, we will definitely order another.
"
4.0 out of 5 stars,"
  This shirt is a nice, basic white dress shirt. The fabric is a little thin. I don't normally like wearing an undershirt but with this one, I would recommend it. The rest is fine. The fit, for me, is fine. It is a little slim, but I also gained a little weight. It washes well and irons nicely.
"
